Student_ID,Name,Age,Gender,City,Maths,English,Science,History,ICT,Parental_Education,Attendance_%
1341,Student_1341,20,Other,Stockholm,-11,75,-9,65,65,High School,49.89
1342,Student_1342,21,Fmale,Gothenburg,-12,87,18,77,13,High School,51.05
1343,Student_1343,20,male ,Malmo,115,39,62,11,11,High School,60.34
1344,Student_1344,14,Fmale,Lund,73,69,94,35,-8,Masters,73.22
1345,Student_1345,20,Female,Uppsala,,3,-18,74,53,High School,61.43
1346,Student_1346,16,male ,Lund,-7,12,2,11,59,Bachelor,52.48
1347,Student_1347,16,male ,Göteborg,7,-4,50,31,104,Bachelor,79.7
1348,Student_1348,20,Male,stockholm ,56,23,5,43,44,bachelor ,93.33
1349,Student_1349,21,Female,Malmo,54,62,86,55,absent,High School,79.87
1350,Student_1350,18,male ,Malmo,26,62,29,-1,96,High School,49.67
1351,Student_1351,17,Female ,Lund,92,absent,74,20,117,Masters,42.73
1352,Student_1352,21,Fmale,Lund,76,42,42,26,78,PhD,78.44
1353,Student_1353,20,Female ,stockholm ,99,53,118,64,1,High School,103.61
1354,Student_1354,19,Fmale,Gothenburg,-17,-6,97,82,-10,PhD,52.3
1355,Student_1355,15,Other,Gothenburg,74,21,-11,-17,-6,Masters,79.55
1356,Student_1356,17,Fmale,Uppsala,95,-4,32,108,53,bachelor ,70.67
1357,Student_1357,17,Male,Malmo,57,111,82,102,53,PhD,94.21
1358,Student_1358,16,Other,Lund,55,29,21,44,4,High School,43.85
1359,Student_1359,17,male ,Malmo,111,67,54,102,43,bachelor ,68.44
1360,Student_1360,20,Fmale,Malmo,102,84,7,85,30,HighSchool,59.5
1361,Student_1361,19,Male,Malmo,119,5,0,52,82,Masters,55.87
1362,Student_1362,19,Female ,Stockholm,-19,-9,22,39,32,Masters,88.12
1363,Student_1363,14,Other,Lund,113,46,23,12,13,PhD,53.23
1364,Student_1364,19,Other,Lund,74,38,81,-17,116,Masters,63.6
1365,Student_1365,21,Male,Göteborg,-9,118,106,8,44,Bachelor,97.99
1366,Student_1366,19,Female ,Göteborg,68,90,44,112,59,Masters,90.03
1367,Student_1367,16,Other,Gothenburg,-5,109,32,26,70,PhD,84.03
1368,Student_1368,19,male ,Stockholm,66,51,71,absent,-8,HighSchool,63.86
1369,Student_1369,14,Fmale,Gothenburg,105,10,71,absent,50,HighSchool,82.95
1370,Student_1370,15,Female,Lund,79,-4,85,32,-6,PhD,50.39
1371,Student_1371,20,Female ,stockholm ,17,115,100,32,37,bachelor ,80.4
1372,Student_1372,16,Fmale,stockholm ,19,,110,-6,37,HighSchool,54.19
1373,Student_1373,21,Female,Lund,13,115,44,58,57,HighSchool,50.77
1374,Student_1374,15,Other,stockholm ,36,56,72,18,85,High School,87.86
1375,Student_1375,16,Female,Stockholm,19,absent,33,absent,10,bachelor ,93.08
1376,Student_1376,18,Female ,Uppsala,112,21,-14,119,52,PhD,94.93
1377,Student_1377,17,Fmale,Malmo,63,115,-9,,15,High School,44.56
1378,Student_1378,18,Other,Gothenburg,absent,83,0,14,54,PhD,48.48
1379,Student_1379,19,Other,Gothenburg,-14,83,98,-1,52,Masters,98.55
1380,Student_1380,15,Other,Göteborg,65,89,-16,8,40,Masters,65.31
1381,Student_1381,19,Other,Gothenburg,66,117,11,-17,71,High School,87.24
1382,Student_1382,17,Female,stockholm ,,114,8,43,44,Masters,61.92
1383,Student_1383,16,Other,Stockholm,68,62,57,22,3,bachelor ,53.6
1384,Student_1384,17,Male,Malmo,86,40,92,113,78,PhD,101.63
1385,Student_1385,14,Other,Gothenburg,-6,,77,94,99,PhD,54.01
1386,Student_1386,17,Other,Göteborg,-1,88,64,5,113,HighSchool,80.4
1387,Student_1387,14,Male,Uppsala,56,23,-3,44,49,High School,61.85
1388,Student_1388,17,Fmale,Göteborg,86,106,90,37,-2,PhD,100.26
1389,Student_1389,20,male ,Göteborg,,67,56,46,63,bachelor ,92.99
1390,Student_1390,14,Male,Uppsala,103,-19,96,96,34,HighSchool,56.92
1391,Student_1391,15,Female ,Lund,75,36,47,112,99,HighSchool,66.69
1392,Student_1392,19,Fmale,Göteborg,108,50,106,95,,Masters,75.11
1393,Student_1393,21,Other,Malmo,111,-4,,44,108,bachelor ,42.62
1394,Student_1394,19,Female,stockholm ,55,36,-15,22,92,PhD,60.16
1395,Student_1395,18,Male,Lund,37,101,9,49,106,High School,82.85
1396,Student_1396,19,Fmale,Lund,40,35,110,2,63,PhD,44.31
1397,Student_1397,16,Fmale,Malmo,49,-14,57,14,44,High School,59.8
1398,Student_1398,20,Other,Lund,-1,-13,93,46,73,PhD,82.7
1399,Student_1399,17,male ,Malmo,81,34,39,-7,14,High School,55.23
1400,Student_1400,18,Female,Uppsala,62,91,-15,17,-19,PhD,54.81
1401,Student_1401,16,Female,Malmo,-15,43,9,118,62,Masters,53.09
1402,Student_1402,16,Female,Gothenburg,117,95,33,36,119,HighSchool,92.12
1403,Student_1403,14,Female ,Stockholm,66,89,35,16,30,High School,89.97
1404,Student_1404,19,Fmale,Uppsala,36,55,87,19,101,High School,87.06
1405,Student_1405,15,Female ,stockholm ,41,112,55,-13,-14,Bachelor,93.43
1406,Student_1406,21,Female ,Stockholm,5,absent,-9,107,5,bachelor ,48.48
1407,Student_1407,15,Fmale,Uppsala,40,12,4,33,17,bachelor ,83.97
1408,Student_1408,18,Female,Gothenburg,60,-10,84,absent,29,bachelor ,71.74
1409,Student_1409,20,Fmale,Stockholm,44,106,59,110,46,High School,60.11
1410,Student_1410,15,male ,Göteborg,1,11,-1,8,5,PhD,64.62
1411,Student_1411,17,Fmale,Gothenburg,-12,5,3,33,51,PhD,72.99
1412,Student_1412,15,Other,Göteborg,73,-14,91,79,58,bachelor ,66.63
1413,Student_1413,18,Fmale,Gothenburg,-13,absent,-19,73,31,Masters,49.76
1414,Student_1414,21,Male,Uppsala,33,115,53,61,46,Bachelor,77.27
1415,Student_1415,15,male ,Lund,60,119,114,57,19,HighSchool,43.03
1416,Student_1416,17,Male,Gothenburg,41,-2,-20,108,111,PhD,55.29
1417,Student_1417,14,Female,Gothenburg,32,5,92,42,44,High School,89.96
1418,Student_1418,20,Female,Uppsala,59,,-7,110,84,Masters,59.08
1419,Student_1419,18,Other,Göteborg,87,75,11,14,-5,Masters,100.99
1420,Student_1420,14,Other,stockholm ,13,20,4,5,38,HighSchool,94.44
1421,Student_1421,14,Other,stockholm ,65,43,21,69,-17,bachelor ,64.94
1422,Student_1422,14,male ,Malmo,13,84,36,75,84,PhD,98.46
1423,Student_1423,16,Female ,stockholm ,76,72,49,1,93,Bachelor,51.08
1424,Student_1424,20,Fmale,Göteborg,75,-10,2,-16,23,HighSchool,52.9
1425,Student_1425,21,Male,Uppsala,26,74,29,26,9,PhD,94.46
1426,Student_1426,19,male ,Gothenburg,97,62,89,87,44,High School,93.54
1427,Student_1427,20,Male,Uppsala,0,74,14,1,76,High School,88.57
1428,Student_1428,16,Fmale,Gothenburg,0,103,64,-14,29,bachelor ,91.32
1429,Student_1429,19,Female ,stockholm ,90,12,78,-19,-6,Bachelor,76.54
1430,Student_1430,20,Male,Stockholm,36,29,15,72,73,HighSchool,45.0
1431,Student_1431,14,male ,Malmo,99,68,58,absent,,bachelor ,98.12
1432,Student_1432,18,Fmale,Stockholm,21,108,,20,absent,High School,48.54
1433,Student_1433,19,Other,Stockholm,88,43,81,10,89,HighSchool,51.15
1434,Student_1434,17,Other,Malmo,88,115,96,93,30,PhD,91.53
1435,Student_1435,17,Other,Stockholm,-9,16,103,50,37,High School,43.33
1436,Student_1436,15,Fmale,Lund,44,90,45,15,-2,HighSchool,71.91
1437,Student_1437,19,Female ,Stockholm,23,absent,85,69,46,Bachelor,57.37
1438,Student_1438,18,male ,Gothenburg,87,-18,82,51,59,PhD,62.08
1439,Student_1439,21,Other,Malmo,92,53,109,111,110,Masters,65.24
1440,Student_1440,16,Fmale,Uppsala,-10,60,29,86,59,bachelor ,51.31
1441,Student_1441,14,Male,Gothenburg,34,96,69,72,116,HighSchool,92.33
1442,Student_1442,15,Other,Göteborg,112,7,73,4,48,PhD,58.56
1443,Student_1443,17,Female,Lund,117,-18,65,-2,34,HighSchool,66.57
1444,Student_1444,16,male ,stockholm ,27,71,68,104,45,bachelor ,44.9
1445,Student_1445,16,Male,Malmo,39,10,16,20,,bachelor ,46.34
1446,Student_1446,14,Female ,Stockholm,93,33,56,absent,11,High School,78.75
1447,Student_1447,21,Female ,Stockholm,74,52,42,101,9,Masters,67.54
1448,Student_1448,21,Fmale,Gothenburg,-19,78,absent,absent,78,HighSchool,71.8
1449,Student_1449,19,Female ,Gothenburg,21,55,7,29,71,High School,78.94
1450,Student_1450,17,Female,Malmo,54,18,42,107,112,bachelor ,95.47
1451,Student_1451,21,Other,Gothenburg,28,66,111,108,36,HighSchool,55.36
1452,Student_1452,18,Male,Gothenburg,-2,63,-1,51,7,PhD,42.81
1453,Student_1453,21,Other,Malmo,78,10,52,119,45,Bachelor,72.29
1454,Student_1454,16,male ,Göteborg,86,61,24,56,27,PhD,77.03
1455,Student_1455,14,Other,Gothenburg,114,absent,91,53,-13,Masters,42.85
1456,Student_1456,18,Fmale,Malmo,41,30,117,-3,23,Bachelor,48.56
1457,Student_1457,19,Other,stockholm ,-18,-12,34,119,109,High School,96.97
1458,Student_1458,17,male ,Lund,absent,90,66,80,18,Masters,40.86
1459,Student_1459,19,Male,Gothenburg,-18,24,22,111,89,HighSchool,91.78
1460,Student_1460,16,Female,Gothenburg,97,-6,28,48,57,Masters,85.49
1461,Student_1461,18,Male,Gothenburg,116,38,85,50,59,PhD,102.04
1462,Student_1462,18,Male,Stockholm,48,1,35,10,-3,High School,54.81
1463,Student_1463,18,Fmale,Gothenburg,26,70,7,17,26,bachelor ,54.15
1464,Student_1464,16,male ,stockholm ,-11,110,105,72,84,Bachelor,74.74
1465,Student_1465,16,Male,Malmo,119,16,29,75,94,High School,71.48
1466,Student_1466,19,Male,Stockholm,53,24,,64,55,Bachelor,82.76
1467,Student_1467,15,Female,Stockholm,91,72,31,103,,PhD,84.62
1468,Student_1468,19,Female ,stockholm ,89,71,42,95,71,PhD,43.62
1469,Student_1469,17,Female,Göteborg,-2,27,94,-17,72,Bachelor,78.63
1470,Student_1470,14,male ,Gothenburg,-11,-20,15,54,88,High School,84.49
1471,Student_1471,18,male ,Uppsala,78,118,47,-5,85,PhD,66.39
1472,Student_1472,15,Fmale,Göteborg,3,-20,70,113,-3,bachelor ,98.02
1473,Student_1473,14,Other,stockholm ,88,-19,20,-7,21,bachelor ,69.81
1474,Student_1474,15,Other,Stockholm,12,62,-14,absent,83,Bachelor,90.35
1475,Student_1475,21,Other,Malmo,-9,92,100,absent,106,PhD,46.31
1476,Student_1476,21,Female ,Gothenburg,20,-10,47,-16,absent,High School,101.25
1477,Student_1477,20,male ,Malmo,63,81,55,57,-11,Masters,71.5
1478,Student_1478,21,Female ,Uppsala,86,52,34,54,96,Bachelor,52.25
1479,Student_1479,19,Other,Gothenburg,75,5,53,27,83,Bachelor,46.97
1480,Student_1480,21,Other,Malmo,93,115,65,112,44,Masters,72.3
1481,Student_1481,16,Female,stockholm ,104,9,106,-6,-9,bachelor ,52.45
1482,Student_1482,18,male ,Malmo,70,-1,-18,0,119,HighSchool,55.45
1483,Student_1483,19,Other,Göteborg,90,103,81,35,17,PhD,43.25
1484,Student_1484,14,Male,Gothenburg,94,31,9,64,82,Bachelor,100.1
1485,Student_1485,20,male ,Lund,6,20,29,83,89,bachelor ,65.74
1486,Student_1486,20,Female ,stockholm ,-6,-12,62,55,65,PhD,92.27
1487,Student_1487,20,male ,Lund,99,-2,73,81,72,bachelor ,91.93
1488,Student_1488,14,Fmale,Uppsala,-10,-10,64,27,42,High School,89.07
1489,Student_1489,14,Male,Göteborg,-7,105,75,40,42,High School,92.63
1490,Student_1490,14,Other,Stockholm,114,67,3,10,71,Bachelor,41.53
1491,Student_1491,14,Fmale,Stockholm,80,104,45,-8,17,Bachelor,86.36
1492,Student_1492,20,Female,Gothenburg,27,111,11,-15,96,Bachelor,91.66
1493,Student_1493,20,male ,Gothenburg,49,42,110,50,117,bachelor ,65.0
1494,Student_1494,15,male ,stockholm ,80,34,4,20,37,HighSchool,73.49
1495,Student_1495,19,Female,Gothenburg,-11,45,-13,100,absent,HighSchool,93.25
1496,Student_1496,18,Fmale,Gothenburg,-17,54,4,86,35,High School,100.09
1497,Student_1497,21,Male,Lund,93,68,32,97,95,PhD,67.26
1498,Student_1498,21,Other,Uppsala,0,31,109,-4,97,PhD,61.55
1499,Student_1499,16,Fmale,Göteborg,48,55,-13,-11,absent,Masters,52.58
1500,Student_1500,20,Female ,Malmo,27,17,97,113,84,bachelor ,54.79
1501,Student_1501,16,Other,Malmo,6,81,72,84,41,PhD,60.65
1502,Student_1502,19,Fmale,Lund,75,42,62,15,33,High School,41.8
1503,Student_1503,19,Male,Uppsala,1,1,absent,28,45,bachelor ,93.99
1504,Student_1504,16,male ,Göteborg,107,66,105,67,90,HighSchool,96.39
1505,Student_1505,20,Fmale,Gothenburg,-20,76,86,11,66,bachelor ,46.9
1506,Student_1506,16,Female,Stockholm,42,22,13,81,68,Masters,93.61
1507,Student_1507,21,Male,stockholm ,6,67,76,50,absent,bachelor ,80.23
1508,Student_1508,15,male ,Lund,-5,19,43,109,24,HighSchool,58.93
1509,Student_1509,21,Male,Lund,97,-2,97,-7,119,High School,51.44
1510,Student_1510,17,Other,Gothenburg,-14,61,76,115,9,PhD,95.35
1511,Student_1511,20,Female,stockholm ,90,19,29,,60,PhD,95.5
1512,Student_1512,20,Other,Lund,70,91,15,2,30,High School,72.76
1513,Student_1513,18,Other,Malmo,112,56,3,6,-1,Masters,101.88
1514,Student_1514,14,Female ,stockholm ,49,45,73,44,96,PhD,77.82
1515,Student_1515,17,Male,Gothenburg,111,-14,4,106,104,HighSchool,70.74
1516,Student_1516,19,Male,Malmo,116,11,-9,85,17,bachelor ,52.03
1517,Student_1517,20,Fmale,Gothenburg,79,117,-3,113,47,PhD,50.34
1518,Student_1518,16,Female,Stockholm,30,100,-9,22,40,High School,54.54
1519,Student_1519,17,Female,Göteborg,106,43,-4,24,46,High School,99.03
1520,Student_1520,18,Female ,stockholm ,32,12,39,45,112,High School,55.26
1521,Student_1521,19,Female,Malmo,87,15,96,88,119,Masters,98.97
1522,Student_1522,14,Male,stockholm ,21,,52,117,78,bachelor ,89.18
1523,Student_1523,14,Female ,Gothenburg,17,36,,47,absent,Masters,73.52
1524,Student_1524,18,Female,stockholm ,39,33,-16,25,0,PhD,65.15
1525,Student_1525,18,Female ,Lund,32,33,4,85,67,PhD,53.32
1526,Student_1526,16,Female,Lund,18,-19,44,71,56,HighSchool,81.89
1527,Student_1527,20,Female,Uppsala,56,,absent,9,-3,Bachelor,103.27
1528,Student_1528,14,Fmale,Gothenburg,119,27,19,-12,-8,Bachelor,97.63
1529,Student_1529,19,Female,Göteborg,absent,-15,12,97,117,High School,58.98
1530,Student_1530,17,Female ,Stockholm,94,100,9,,4,High School,104.01
1531,Student_1531,19,Male,stockholm ,44,9,-14,107,113,Bachelor,91.9
1532,Student_1532,15,Fmale,Uppsala,-14,97,-3,44,24,High School,83.88
1533,Student_1533,15,Female,stockholm ,117,30,57,54,6,HighSchool,46.77
1534,Student_1534,18,Female,Göteborg,80,absent,74,-5,107,Bachelor,91.27
1535,Student_1535,16,Female ,Lund,absent,78,23,16,73,bachelor ,47.01
1536,Student_1536,15,Fmale,Stockholm,92,74,106,0,64,Bachelor,72.4
1537,Student_1537,14,Female,Gothenburg,-18,-7,absent,32,88,PhD,90.71
1538,Student_1538,19,Male,Lund,,-1,88,118,57,bachelor ,48.2
1539,Student_1539,19,Other,Uppsala,73,18,103,85,38,HighSchool,98.34
1540,Student_1540,18,Male,stockholm ,32,-14,-13,65,92,Masters,99.48
1541,Student_1541,20,Female,Göteborg,33,58,96,24,-6,HighSchool,80.77
1542,Student_1542,20,Male,stockholm ,114,59,-3,absent,,Masters,86.94
1543,Student_1543,17,Fmale,Lund,-18,98,61,11,72,PhD,67.6
1544,Student_1544,18,Female,Malmo,113,31,71,115,70,High School,63.18
1545,Student_1545,21,Female ,Uppsala,106,34,75,96,4,bachelor ,90.59
1546,Student_1546,17,Fmale,Lund,4,8,98,12,113,Bachelor,50.43
1547,Student_1547,21,Male,Uppsala,37,108,35,93,7,HighSchool,76.74
1548,Student_1548,20,Female,Gothenburg,36,55,97,87,96,PhD,72.58
1549,Student_1549,18,Fmale,Malmo,91,,-15,53,64,High School,88.43
1550,Student_1550,21,Male,Göteborg,27,85,63,102,23,HighSchool,95.17
1551,Student_1551,18,Female,Malmo,91,65,20,-1,108,High School,81.91
1552,Student_1552,18,Other,Lund,57,92,17,-16,37,Bachelor,100.64
1553,Student_1553,20,male ,Göteborg,-8,absent,41,80,19,Bachelor,68.21
1554,Student_1554,17,Female ,Uppsala,-7,84,74,2,43,Bachelor,94.79
1555,Student_1555,17,Male,Göteborg,-5,84,48,45,51,Masters,52.23
1556,Student_1556,18,Other,Uppsala,39,18,-4,2,107,Bachelor,40.26
1557,Student_1557,15,Male,Uppsala,60,19,97,96,98,bachelor ,80.97
1558,Student_1558,16,male ,Malmo,15,73,112,59,38,bachelor ,51.57
1559,Student_1559,20,male ,Lund,111,116,60,37,32,PhD,103.54
1560,Student_1560,16,Fmale,Uppsala,24,68,53,80,76,High School,44.14
1561,Student_1561,16,Female ,Göteborg,2,29,78,-15,119,Masters,76.34
1562,Student_1562,17,Female ,stockholm ,27,90,111,43,-15,High School,96.52
1563,Student_1563,17,Male,Lund,86,33,39,92,65,HighSchool,78.41
1564,Student_1564,15,male ,Göteborg,30,-7,-15,91,absent,High School,71.73
1565,Student_1565,16,Female ,Stockholm,101,97,117,81,22,High School,72.56
1566,Student_1566,16,Female,Gothenburg,absent,-20,20,86,,HighSchool,50.1
1567,Student_1567,18,Female ,Gothenburg,27,57,59,5,-17,bachelor ,68.19
1568,Student_1568,17,Male,Gothenburg,-5,-7,91,34,27,Masters,100.83
1569,Student_1569,16,Other,Uppsala,-1,63,-6,11,106,HighSchool,42.29
1570,Student_1570,19,Other,stockholm ,-15,-20,65,11,33,HighSchool,82.32
1571,Student_1571,15,Female ,Gothenburg,18,57,74,87,61,High School,82.18
1572,Student_1572,21,Fmale,Uppsala,97,18,97,-11,107,Masters,100.17
1573,Student_1573,19,male ,Gothenburg,61,-7,60,61,108,Bachelor,47.43
1574,Student_1574,19,Other,Malmo,89,83,,54,113,Masters,85.44
1575,Student_1575,21,Male,Uppsala,44,34,76,-13,93,Bachelor,94.68
1576,Student_1576,20,Male,Uppsala,10,23,75,1,22,PhD,47.19
1577,Student_1577,20,male ,Lund,61,101,46,53,33,Bachelor,57.82
1578,Student_1578,15,male ,Gothenburg,63,-8,96,114,-15,Bachelor,76.77
1579,Student_1579,19,male ,stockholm ,95,115,-11,89,-7,bachelor ,40.47
1580,Student_1580,16,Other,Malmo,82,-16,53,,,PhD,46.61
1581,Student_1581,17,Male,Malmo,71,-20,40,100,76,PhD,43.14
1582,Student_1582,15,male ,Lund,-19,11,37,71,,PhD,40.17
1583,Student_1583,18,Other,Stockholm,37,92,58,15,-11,Bachelor,77.63
1584,Student_1584,21,male ,Gothenburg,14,-10,-17,103,39,High School,73.68
1585,Student_1585,19,Male,stockholm ,54,48,62,59,87,Bachelor,70.81
1586,Student_1586,15,Male,Stockholm,27,22,102,109,70,PhD,103.13
1587,Student_1587,14,Fmale,Malmo,98,4,-16,42,84,HighSchool,75.85
1588,Student_1588,14,Female ,Uppsala,112,83,59,11,46,bachelor ,101.81
1589,Student_1589,20,Female,Lund,85,27,-4,12,38,bachelor ,79.0
1590,Student_1590,21,Male,Malmo,44,6,71,66,68,HighSchool,81.37
1591,Student_1591,17,Female,Gothenburg,9,87,89,109,8,High School,47.2
1592,Student_1592,16,Fmale,Lund,76,-10,21,-6,98,Bachelor,67.36
1593,Student_1593,17,Female ,Stockholm,112,12,62,31,85,bachelor ,94.82
1594,Student_1594,17,Other,Uppsala,-13,-10,8,10,105,Bachelor,95.05
1595,Student_1595,17,Female ,Lund,73,0,71,5,,HighSchool,94.15
1596,Student_1596,21,Female ,Lund,12,1,62,42,94,Bachelor,80.63
1597,Student_1597,17,Other,Malmo,-6,37,93,34,81,High School,69.87
1598,Student_1598,18,Fmale,Uppsala,-19,40,97,12,,PhD,85.86
1599,Student_1599,21,male ,Uppsala,85,41,34,3,0,HighSchool,63.15
1600,Student_1600,18,Female ,Uppsala,-11,97,4,-8,56,High School,60.01
1601,Student_1601,21,Female ,Uppsala,,76,114,53,11,HighSchool,90.86
1602,Student_1602,20,Fmale,Uppsala,-3,2,-15,19,92,Bachelor,60.79
1603,Student_1603,15,male ,Malmo,6,25,85,80,112,Bachelor,50.77
1604,Student_1604,14,Female ,stockholm ,19,13,93,4,105,bachelor ,103.41
1605,Student_1605,17,Female ,Uppsala,-15,24,44,50,101,PhD,73.65
1606,Student_1606,20,male ,Malmo,89,98,4,104,31,bachelor ,58.34
1607,Student_1607,15,Male,Malmo,117,-1,65,94,102,Masters,69.17
1608,Student_1608,14,Other,Uppsala,-12,68,42,13,20,Bachelor,50.45
1609,Student_1609,19,Male,Stockholm,97,-5,5,17,30,Masters,58.73
1610,Student_1610,16,Other,Gothenburg,112,-1,73,-16,11,PhD,68.74
1611,Student_1611,18,Other,Uppsala,31,-1,118,44,112,High School,52.39
1612,Student_1612,19,Female ,Gothenburg,92,-11,56,93,95,PhD,85.04
1613,Student_1613,21,Other,Malmo,98,11,45,7,80,High School,49.09
1614,Student_1614,14,Female,Göteborg,60,86,absent,100,70,Masters,96.35
1615,Student_1615,19,male ,Stockholm,5,97,3,88,99,PhD,85.67
1616,Student_1616,16,male ,Malmo,0,103,84,103,52,High School,74.39
1617,Student_1617,20,Female,Stockholm,100,103,9,87,59,Bachelor,93.66
1618,Student_1618,14,male ,Malmo,-2,,30,,52,bachelor ,43.5
1619,Student_1619,19,Fmale,stockholm ,102,82,68,79,-14,bachelor ,84.74
1620,Student_1620,18,male ,Lund,43,57,absent,78,111,Masters,52.11
1621,Student_1621,18,male ,Lund,54,11,71,55,34,PhD,58.58
1622,Student_1622,15,male ,Lund,-18,29,-3,19,92,PhD,65.89
1623,Student_1623,19,Other,Göteborg,3,,20,91,118,HighSchool,74.34
1624,Student_1624,17,Male,Stockholm,-15,61,101,-7,82,Bachelor,89.2
1625,Student_1625,19,Fmale,stockholm ,14,-8,105,28,34,bachelor ,54.05
1626,Student_1626,20,male ,Malmo,32,56,113,11,21,Bachelor,77.48
1627,Student_1627,14,Fmale,Gothenburg,55,78,32,12,-12,PhD,57.37
1628,Student_1628,14,Other,Stockholm,96,22,59,-18,4,HighSchool,49.93
1629,Student_1629,20,Fmale,Stockholm,18,34,8,41,,HighSchool,99.41
1630,Student_1630,19,Fmale,Stockholm,0,58,82,70,13,PhD,70.53
1631,Student_1631,20,Female,Malmo,110,78,6,20,74,bachelor ,52.46
1632,Student_1632,16,Other,Stockholm,23,116,110,-3,73,bachelor ,93.6
1633,Student_1633,21,male ,Lund,72,89,24,100,7,Bachelor,60.72
1634,Student_1634,20,Male,Gothenburg,62,-20,-3,15,16,Bachelor,48.46
1635,Student_1635,18,Male,Malmo,0,112,107,101,20,HighSchool,43.98
1636,Student_1636,20,Male,Gothenburg,87,33,99,118,46,HighSchool,61.74
1637,Student_1637,14,Male,Göteborg,29,87,,absent,107,Masters,95.2
1638,Student_1638,18,male ,Malmo,111,21,33,37,100,PhD,68.06
1639,Student_1639,14,Male,Malmo,-8,112,36,24,100,High School,51.32
1640,Student_1640,15,Other,Malmo,absent,75,43,-17,119,PhD,59.33
1641,Student_1641,17,Other,Göteborg,14,65,-5,64,69,HighSchool,47.83
1642,Student_1642,14,Fmale,stockholm ,29,117,117,107,73,High School,84.13
1643,Student_1643,18,Female,stockholm ,19,74,43,94,12,PhD,51.53
1644,Student_1644,15,Female ,Göteborg,-20,32,39,-6,95,High School,68.83
1645,Student_1645,14,Male,stockholm ,96,65,64,83,14,HighSchool,42.28
1646,Student_1646,16,Female ,Malmo,65,59,32,62,13,High School,82.58
1647,Student_1647,20,Female ,Gothenburg,-11,absent,60,107,60,bachelor ,59.49
1648,Student_1648,17,Female ,Göteborg,65,118,107,111,-5,Bachelor,51.74
1649,Student_1649,14,Fmale,Lund,83,-8,62,44,absent,bachelor ,85.62
1650,Student_1650,15,Other,Gothenburg,-15,9,,-7,74,High School,70.3
1651,Student_1651,16,Male,stockholm ,79,110,113,7,51,Masters,85.06
1652,Student_1652,19,male ,stockholm ,8,96,98,48,56,Masters,69.26
1653,Student_1653,15,Fmale,Göteborg,89,37,-4,77,20,PhD,50.57
1654,Student_1654,20,Other,Göteborg,36,60,-14,93,18,Masters,78.25
1655,Student_1655,15,male ,Lund,79,-2,9,15,14,PhD,97.66
1656,Student_1656,16,Other,Malmo,113,100,113,7,68,bachelor ,91.45
1657,Student_1657,15,Male,Stockholm,52,119,104,14,absent,Masters,66.54
1658,Student_1658,16,Fmale,stockholm ,51,83,56,-10,50,Masters,94.83
1659,Student_1659,14,Female ,Malmo,59,-10,24,23,absent,HighSchool,42.2
1660,Student_1660,21,Fmale,Malmo,57,34,-5,119,-17,HighSchool,89.9
1661,Student_1661,16,Fmale,stockholm ,55,109,53,73,107,Masters,85.38
1662,Student_1662,16,Male,Malmo,101,-14,114,116,99,Masters,87.03
1663,Student_1663,17,Female ,stockholm ,41,7,111,99,-8,PhD,48.97
1664,Student_1664,16,Female ,Uppsala,38,59,absent,23,54,HighSchool,40.55
1665,Student_1665,16,Female,Uppsala,20,104,-13,-19,,PhD,60.44
1666,Student_1666,19,Female,stockholm ,-13,103,-19,91,50,PhD,60.06
1667,Student_1667,21,Other,Lund,78,107,35,14,78,bachelor ,78.47
1668,Student_1668,14,male ,stockholm ,13,23,0,-19,32,HighSchool,61.37
1669,Student_1669,20,Female,Göteborg,50,88,62,14,57,bachelor ,51.38
1670,Student_1670,17,Male,Stockholm,82,108,absent,23,119,HighSchool,102.04
1671,Student_1671,19,Fmale,Uppsala,79,116,-8,64,15,bachelor ,82.63
1672,Student_1672,18,Female ,Göteborg,37,34,35,77,48,HighSchool,61.18
1673,Student_1673,21,Fmale,Lund,29,80,7,-2,,HighSchool,77.82
1674,Student_1674,14,Male,stockholm ,,48,71,22,3,bachelor ,75.87
1675,Student_1675,14,Fmale,Gothenburg,116,82,116,,16,HighSchool,92.19
1676,Student_1676,18,Female ,stockholm ,11,66,94,46,96,Bachelor,88.6
1677,Student_1677,20,Female,Uppsala,39,53,49,53,77,PhD,53.76
1678,Student_1678,16,male ,Gothenburg,42,59,7,82,12,Masters,72.05
1679,Student_1679,19,Female ,Gothenburg,111,76,67,53,10,High School,63.34
1680,Student_1680,15,Female ,Göteborg,4,22,16,110,-4,bachelor ,52.95
1681,Student_1681,17,Female ,Göteborg,22,48,73,7,51,PhD,93.6
1682,Student_1682,15,Other,Gothenburg,51,-20,91,0,9,Masters,42.81
1683,Student_1683,18,Other,Uppsala,50,absent,9,61,12,HighSchool,54.98
1684,Student_1684,14,Female ,Gothenburg,-17,-7,1,100,-18,HighSchool,94.87
1685,Student_1685,20,Male,Lund,72,33,25,-3,25,HighSchool,85.97
1686,Student_1686,14,Female ,Lund,-5,-9,15,-15,39,bachelor ,68.25
1687,Student_1687,17,Other,stockholm ,-3,95,-18,97,63,High School,55.39
1688,Student_1688,14,Other,Lund,109,-10,34,93,66,Masters,61.97
1689,Student_1689,14,Fmale,stockholm ,-16,89,-10,-13,83,bachelor ,86.87
1690,Student_1690,17,Male,Uppsala,-8,98,0,75,103,Masters,86.39
1691,Student_1691,19,Female,Göteborg,65,28,39,36,-3,Masters,61.05
